Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2
12093,CA-2024-129378,31/08/2024,03/09/2024,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,West,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",275.65914130807414,2,69.32191523558419,,Cards,,
12094,CA-2024-156951,30/01/2024,05/02/2024,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,510.12259626399805,3,0.0,,COD,,
12095,CA-2024-113418,14/11/2024,18/11/2024,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1892.9057160427233,11,843.2649517645676,,Online,,
12096,CA-2024-129378,13/11/2024,14/11/2024,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,West,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,78.85549259832051,1,0.5122896202872428,,Cards,,
12097,CA-2024-156951,14/09/2024,20/09/2024,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,112.27517245976824,3,10.01741528162446,,Cards,,
12098,CA-2024-152275,11/12/2024,17/12/2024,Standard Class,KH-16630,Ken Heidel,Corporate,United States,San Antonio,Texas,Central,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,125.49156519084754,6,0.5818589119127956,,Online,,
12099,CA-2024-129378,12/09/2024,15/09/2024,First Class,NS-18505,Neola Schneider,Consumer,United States,San Jose,California,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,164.26684951011197,13,22.41644372904619,,Cards,,
12100,CA-2024-126074,29/11/2024,01/12/2024,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,Central,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",118.28529333630316,7,24.73057406340205,,Online,,
12101,CA-2024-123981,03/04/2024,05/04/2024,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,117.3280036296533,1,17.50499180837668,,Cards,,
12102,CA-2024-101308,23/03/2024,28/03/2024,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,127.55641377347162,2,-21.621957602594176,,Cards,,
12103,CA-2024-141117,18/06/2024,20/06/2024,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,151.05538644636945,7,12.055159018139456,,Online,,
12104,CA-2024-105914,31/12/2024,01/01/2025,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,West,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",145.7057378200846,5,49.108066541063614,,COD,,
12105,CA-2024-126074,07/08/2024,11/08/2024,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,Central,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,221.29356017333097,11,62.18488330169098,,COD,,
12106,CA-2024-141117,20/06/2024,21/06/2024,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,277.9577561290468,6,-410.41623225160737,,COD,,
12107,CA-2024-137414,21/01/2024,22/01/2024,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,West,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,397.67027200679837,11,34.719447028416496,1.0,Online,,
12108,CA-2024-105914,19/08/2024,20/08/2024,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Los Angeles,California,West,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1749.8550703000938,7,206.71009632217718,,Online,,
12109,US-2024-162558,27/03/2024,02/04/2024,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,South,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2539.4979912641666,7,-1086.7735616596422,,Online,,
12110,CA-2024-126074,24/12/2024,29/12/2024,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,101.93448166555838,1,1.457887362062176,,Online,,
12111,CA-2024-101308,31/10/2024,05/11/2024,Standard Class,FG-14260,Frank Gastineau,Home Office,United States,Seattle,Washington,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,90.34093718945476,3,4.177593858300825,,Online,,
12112,US-2024-162558,11/05/2024,12/05/2024,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,South,FUR-FU-10004864,Furniture,Furnishings,Eldon 500 Class Desk Accessories,101.90476542235444,1,1.6421224498334874,,Cards,,
12113,CA-2024-152926,27/09/2024,30/09/2024,Second Class,SC-20695,Steve Chapman,Corporate,United States,Houston,Texas,Central,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.39805214036865,2,-40.461804052610354,,Cards,,
12114,US-2024-162558,28/09/2024,29/09/2024,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",127.76714218047097,2,6.26634446130938,,Cards,,
12115,US-2024-162558,18/12/2024,25/12/2024,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,South,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",137.6272699458354,2,1.3734487649257106,,Online,,
12116,US-2024-162558,30/09/2024,01/10/2024,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,131.2249474423556,3,-22.134238119418175,,COD,,
12117,CA-2024-141117,12/12/2024,15/12/2024,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,West,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,147.64214839574498,6,5.248778375966092,,COD,,
12118,CA-2024-141117,27/04/2024,29/04/2024,Standard Class,JK-16090,Juliana Krohn,Consumer,United States,Springfield,Oregon,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",141.8695762033173,7,-16.466790019413637,,Online,,
12119,CA-2024-152926,14/12/2024,15/12/2024,Second Class,SC-20695,Steve Chapman,Corporate,United States,Houston,Texas,Central,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,122.17975113014252,6,-61.20724464832336,,COD,,
12120,CA-2024-116113,26/08/2024,01/09/2024,Second Class,JW-15220,Jane Waco,Corporate,United States,Montgomery,Alabama,South,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",131.27191552186088,2,3.7944553737559823,,Cards,,
12121,US-2024-162558,21/01/2024,26/01/2024,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,South,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,158.4122803068496,4,7.749289640629419,,COD,,
12122,CA-2024-147564,22/03/2024,24/03/2024,Standard Class,BP-11155,Becky Pak,Consumer,United States,New York City,New York,East,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,146.05251037992755,4,24.586463034974006,,Cards,,
12123,CA-2024-137414,04/03/2024,06/03/2024,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,154.00424242963027,2,6.74744445525854,1.0,Cards,,
12124,US-2024-162558,24/08/2024,27/08/2024,First Class,Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,South,OFF-BI-10003984,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',140.8550754293187,4,-28.973442668984433,,Online,,
12125,CA-2024-126074,08/08/2024,10/08/2024,Standard Class,RF-19735,Roland Fjeld,Consumer,United States,Trenton,Michigan,Central,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,154.27577346981477,3,28.378603219760134,,COD,,
12126,CA-2024-143035,18/02/2024,19/02/2024,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,120.26743475407518,4,24.535652227186688,,Cards,,
12127,CA-2024-101749,22/06/2024,24/06/2024,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Pasadena,California,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",245.60034234557892,3,-6.476529301345011,,Online,,
12128,CA-2024-143035,09/01/2024,10/01/2024,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,East,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,421.5373687679649,3,75.45537670729816,,COD,,
12129,CA-2024-141789,17/07/2024,23/07/2024,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1971.1747345579952,2,936.2067466827475,,Cards,,
12130,CA-2024-149853,22/06/2024,24/06/2024,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,Florida,South,OFF-PA-10000556,Office Supplies,Paper,Xerox 208,101.18375805058513,3,6.153694360952505,,COD,,
12131,CA-2024-144820,12/11/2024,16/11/2024,Second Class,LW-16825,Laurel Workman,Corporate,United States,Pasadena,Texas,Central,OFF-AR-10004817,Office Supplies,Art,Colorific Watercolor Pencils,121.51386450577758,5,2.3765338482984633,,Cards,,
12132,CA-2024-143035,19/03/2024,24/03/2024,Second Class,CC-12430,Chuck Clark,Home Office,United States,New York City,New York,East,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",126.58386513752555,3,3.3361590833923485,,Online,,
12133,CA-2024-149853,18/05/2024,23/05/2024,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Hialeah,Florida,South,OFF-AP-10000804,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,163.65131165212588,5,1.1836987349973853,,Online,,
12134,CA-2024-134607,04/11/2024,09/11/2024,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Rochester,New York,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,126.82391071515447,2,6.342334073858173,,Cards,,
12135,CA-2024-163818,29/04/2024,30/04/2024,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Clinton,Maryland,East,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,149.36615283133412,1,9.741536090450044,,COD,,
12136,CA-2024-131807,10/11/2024,17/11/2024,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,West,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,115.56830850176847,5,28.673458015450603,1.0,Online,,
12137,CA-2024-143112,01/07/2024,05/07/2024,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,East,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,116.36495238367999,4,47.65994014245748,,Cards,,
12138,US-2024-103247,01/03/2024,03/03/2024,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,East,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,210.93795417686943,7,3.5363560495808617,1.0,Online,,
12139,CA-2024-131807,14/05/2024,21/05/2024,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,West,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,248.42014964143414,3,6.02310017903398,1.0,Online,,
12140,CA-2024-143112,09/04/2024,14/04/2024,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",267.61189314949974,2,2.768063397907139,,Online,,
12141,CA-2024-131807,08/12/2024,15/12/2024,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,483.76875539808844,4,-62.08746285193729,1.0,Online,,
12142,CA-2024-143112,03/06/2024,09/06/2024,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,New York City,New York,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5673.06168250774,4,1381.6447385500283,,Cards,,
12143,CA-2024-131807,28/09/2024,05/10/2024,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,West,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",97.3191144597913,4,4.226280558387572,1.0,COD,,
12144,CA-2024-131807,24/05/2024,29/05/2024,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",126.68728272833852,1,2.9274189658985046,1.0,Cards,,
12145,CA-2024-131807,13/08/2024,18/08/2024,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Chico,California,West,OFF-FA-10002780,Office Supplies,Fasteners,Staples,115.19225616967876,5,7.097243026904756,1.0,Online,,
12146,CA-2024-167661,29/10/2024,03/11/2024,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,West,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",149.5539956768674,5,13.908370380767185,,Online,,
12147,CA-2024-167661,19/10/2024,25/10/2024,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,122.26554128579289,4,7.6870084293861085,,Online,,
12148,CA-2024-167661,31/07/2024,03/08/2024,Standard Class,MP-18175,Mike Pelletier,Home Office,United States,San Francisco,California,West,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,149.42373509438687,2,30.907772473389997,,COD,,
12149,US-2024-103247,20/04/2024,25/04/2024,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,193.45694518612274,3,26.688575241801363,1.0,COD,,
12150,CA-2024-157672,10/11/2024,16/11/2024,First Class,RB-19795,Ross Baird,Home Office,United States,Denver,Colorado,West,TEC-AC-10001714,Technology,Accessories,Logitech MX Performance Wireless Mouse,177.38715562737107,2,14.283224847121769,,Online,,
12151,CA-2024-118577,14/07/2024,19/07/2024,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Belleville,New Jersey,East,OFF-PA-10001357,Office Supplies,Paper,Xerox 1886,184.56262953683483,3,74.62765696214758,,COD,,
12152,US-2024-148054,03/11/2024,06/11/2024,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,West,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",302.48629899998883,4,68.22200478794932,,Online,,
12153,CA-2024-146269,07/08/2024,14/08/2024,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Chicago,Illinois,Central,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,305.85657748658053,2,33.51012125553541,,Online,,
12154,US-2024-136868,10/12/2024,14/12/2024,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,East,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,368.3895741154106,4,126.63690046549385,,Online,,
12155,US-2024-136868,27/09/2024,03/10/2024,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,East,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,384.7566713896557,3,11.385677858675592,,COD,,
12156,CA-2024-137421,29/07/2024,02/08/2024,Standard Class,AJ-10945,Ashley Jarboe,Consumer,United States,Chandler,Arizona,West,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,95.19595731891094,2,2.0386317466125097,,Online,,
12157,US-2024-136868,11/06/2024,15/06/2024,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",129.35808111202036,3,8.118525441737777,,Online,,
12158,CA-2024-118577,18/03/2024,24/03/2024,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Belleville,New Jersey,East,OFF-PA-10004888,Office Supplies,Paper,Xerox 217,142.51398260324888,1,3.3449665344194477,,COD,,
12159,US-2024-148054,20/03/2024,22/03/2024,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,118.79718450842807,2,3.2672298186829702,,Online,,
12160,CA-2024-146269,23/11/2024,25/11/2024,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Chicago,Illinois,Central,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,155.43506442990505,2,1.2704755953570925,,COD,,
12161,CA-2024-109099,13/01/2024,19/01/2024,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,131.51098736749577,1,21.489436691249427,,Online,,
12162,US-2024-148054,16/12/2024,23/12/2024,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,131.08889210133805,2,18.42522451419962,,Online,,
12163,CA-2024-152709,08/05/2024,13/05/2024,Standard Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,Central,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",110.7684464443201,2,24.92912143589457,,COD,,
12164,CA-2024-108574,03/03/2024,06/03/2024,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",124.96654295080576,10,30.50652724610496,,Cards,,
12165,CA-2024-108574,18/07/2024,25/07/2024,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,165.2754124041703,7,-30.96881213149202,,COD,,
12166,CA-2024-148404,22/10/2024,29/10/2024,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,213.63819261115884,3,-39.17322021543866,,COD,,
12167,CA-2024-148404,07/10/2024,14/10/2024,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,South,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,253.76455107706434,2,18.107992862297973,,COD,,
12168,CA-2024-104003,17/02/2024,22/02/2024,Standard Class,DC-13285,Debra Catini,Consumer,United States,San Francisco,California,West,FUR-BO-10003965,Furniture,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,367.7332797048588,2,-15.56278016874437,,Cards,,
12169,CA-2024-148404,02/04/2024,04/04/2024,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,631.680735225076,4,76.08424213458902,,COD,,
12170,CA-2024-108574,12/06/2024,14/06/2024,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1280.9698769161996,9,224.29783915837868,,COD,,
12171,CA-2024-128426,08/02/2024,14/02/2024,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Houston,Texas,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,137.26972309500132,5,-6.64759215128037,,Online,,
12172,CA-2024-148404,30/12/2024,05/01/2025,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,South,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",149.4165612472479,6,-36.14734863904692,,COD,,
12173,CA-2024-148404,18/04/2024,20/04/2024,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,149.33793388803736,3,6.351713601833409,,Online,,
12174,CA-2024-105487,29/12/2024,30/12/2024,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,West,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,138.9630329474912,1,12.255736668828064,,Online,,
12175,US-2024-168613,18/11/2024,21/11/2024,Standard Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,195.4330131310864,2,3.71053157484331,,COD,,
12176,CA-2024-105487,01/09/2024,06/09/2024,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,281.8151153438062,4,123.02607742161807,,Online,,
12177,CA-2024-105487,10/07/2024,13/07/2024,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,135.74088873342825,2,6.732055631302808,,Online,,
12178,CA-2024-151596,27/04/2024,04/05/2024,First Class,BP-11050,Barry Pond,Corporate,United States,Cranston,Rhode Island,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",171.52966134597693,1,12.098074028789094,,COD,,
12179,CA-2024-105487,02/09/2024,08/09/2024,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,San Diego,California,West,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,172.2085706493165,2,0.4251524168594775,,Online,,
12180,CA-2024-163125,14/03/2024,19/03/2024,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,Central,FUR-CH-10001802,Furniture,Chairs,Hon Every-Day Chair Series Swivel Task Chairs,290.1503209726427,3,-34.38483229585966,,COD,,
12181,CA-2024-141873,15/12/2024,17/12/2024,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,East,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",383.88027318390255,3,-16.085171128321004,,Cards,,
12182,US-2024-117247,01/02/2024,05/02/2024,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",728.7167777525283,5,-477.0198076509733,,Cards,,
12183,CA-2024-162635,28/03/2024,04/04/2024,First Class,EB-14170,Evan Bailliet,Consumer,United States,Wilmington,North Carolina,South,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,117.35193462337618,4,3.5288478333412217,,COD,,
12184,CA-2024-141873,17/08/2024,21/08/2024,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,East,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",129.68336365565125,2,9.791846729067084,,Online,,
12185,CA-2024-141873,03/11/2024,08/11/2024,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,East,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,137.30009731387173,3,4.736065382642544,,Online,,
12186,CA-2024-141873,17/11/2024,21/11/2024,Standard Class,HG-14845,Harry Greene,Consumer,United States,New York City,New York,East,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,150.8411062044406,6,6.596968876179762,,Online,,
12187,US-2024-115595,04/10/2024,11/10/2024,First Class,XP-21865,Xylona Preis,Consumer,United States,Los Angeles,California,West,OFF-PA-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",136.6065966066347,5,17.208450855554492,,Online,,
12188,CA-2024-132430,27/03/2024,02/04/2024,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,150.18895737770904,4,9.91177324504068,,Cards,,
12189,CA-2024-163125,04/11/2024,06/11/2024,Second Class,MB-17305,Maria Bertelson,Consumer,United States,League City,Texas,Central,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,195.2585362333371,7,6.368602431882497,,COD,,
12190,US-2024-117247,14/11/2024,15/11/2024,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Aurora,Illinois,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,170.73331717507116,3,-48.1953135585772,,COD,,
12191,CA-2024-111717,25/03/2024,28/03/2024,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Aurora,Illinois,Central,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,267.93497473972235,3,-50.30925703774126,,Cards,,
12192,CA-2024-168655,06/04/2024,09/04/2024,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,116.44690849167466,3,31.912559253214788,,COD,,
12193,CA-2024-126536,07/05/2024,11/05/2024,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,133.11513692708988,5,39.65593741706441,,Cards,,
12194,CA-2024-152702,30/12/2024,02/01/2025,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Rockford,Illinois,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",300.09257687439595,14,-20.10587288563601,,COD,,
12195,CA-2024-152933,29/08/2024,03/09/2024,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Dallas,Texas,Central,TEC-PH-10002085,Technology,Phones,Clarity 53712,408.99285190409216,7,29.707949960308547,,COD,,
12196,CA-2024-112431,10/03/2024,17/03/2024,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,525.955032335767,12,141.62659588413086,,COD,,
12197,CA-2024-168655,19/04/2024,21/04/2024,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Albuquerque,New Mexico,West,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,672.2788206706066,5,100.74777062567783,,Cards,,
